ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _product_addons_exclude_global,Meta: _wpml_word_count,Meta: _wpml_media_duplicate,Meta: _wpml_media_featured,Meta: _wpml_media_has_media,Meta: _yoast_wpseo_content_score,Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 4 default
859,variation,GF1W6D2MA58/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1998,,,,,,,id:256,,,,,,32,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
877,variation,GF1W6D2MA58/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2328,,,,,,,id:256,,,,,,50,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
843,variation,GF1W6D3MA59/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2208,,,,,,,id:256,,,,,,16,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
861,variation,GF1W6D3MA59/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2448,,,,,,,id:256,,,,,,34,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
879,variation,GF1W6D3MA59/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2868,,,,,,,id:256,,,,,,52,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
842,variation,GF1W6D4MA61/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1908,,,,,,,id:256,,,,,,15,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
860,variation,GF1W6D4MA61/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2148,,,,,,,id:256,,,,,,33,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
878,variation,GF1W6D4MA61/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2628,,,,,,,id:256,,,,,,51,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
835,variation,GF2W5D2MA56/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2930,,,,,,,id:256,,,,,,8,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
853,variation,GF2W5D2MA56/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3330,,,,,,,id:256,,,,,,26,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
871,variation,GF2W5D2MA56/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3880,,,,,,,id:256,,,,,,44,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
837,variation,GF2W5D3MA57/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3680,,,,,,,id:256,,,,,,10,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
855,variation,GF2W5D3MA57/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4080,,,,,,,id:256,,,,,,28,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
873,variation,GF2W5D3MA57/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4780,,,,,,,id:256,,,,,,46,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
836,variation,GF2W5D4MA60/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3180,,,,,,,id:256,,,,,,9,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
854,variation,GF2W5D4MA60/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3580,,,,,,,id:256,,,,,,27,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
872,variation,GF2W5D4MA60/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4380,,,,,,,id:256,,,,,,45,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
844,variation,GF2W6D2MA58/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3516,,,,,,,id:256,,,,,,17,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
862,variation,GF2W6D2MA58/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3996,,,,,,,id:256,,,,,,35,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
880,variation,GF2W6D2MA58/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4656,,,,,,,id:256,,,,,,53,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
846,variation,GF2W6D3MA59/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4416,,,,,,,id:256,,,,,,19,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
864,variation,GF2W6D3MA59/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4896,,,,,,,id:256,,,,,,37,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
882,variation,GF2W6D3MA59/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5736,,,,,,,id:256,,,,,,1,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
845,variation,GF2W6D4MA61/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3816,,,,,,,id:256,,,,,,18,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
863,variation,GF2W6D4MA61/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4296,,,,,,,id:256,,,,,,36,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
881,variation,GF2W6D4MA61/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5256,,,,,,,id:256,,,,,,54,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
838,variation,GF3W5D2MA56/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4395,,,,,,,id:256,,,,,,11,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
856,variation,GF3W5D2MA56/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4995,,,,,,,id:256,,,,,,29,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
874,variation,GF3W5D2MA56/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5820,,,,,,,id:256,,,,,,47,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
840,variation,GF3W5D3MA57/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5520,,,,,,,id:256,,,,,,13,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
858,variation,GF3W5D3MA57/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6120,,,,,,,id:256,,,,,,31,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
876,variation,GF3W5D3MA57/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7170,,,,,,,id:256,,,,,,49,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
839,variation,GF3W5D4MA60/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4770,,,,,,,id:256,,,,,,12,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
857,variation,GF3W5D4MA60/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5370,,,,,,,id:256,,,,,,30,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
875,variation,GF3W5D4MA60/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6570,,,,,,,id:256,,,,,,48,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
847,variation,GF3W6D2MA58/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5274,,,,,,,id:256,,,,,,20,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
865,variation,GF3W6D2MA58/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5994,,,,,,,id:256,,,,,,38,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
883,variation,GF3W6D2MA58/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6984,,,,,,,id:256,,,,,,2,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
849,variation,GF3W6D3MA59/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6624,,,,,,,id:256,,,,,,22,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
867,variation,GF3W6D3MA59/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7344,,,,,,,id:256,,,,,,40,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
885,variation,GF3W6D3MA59/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8604,,,,,,,id:256,,,,,,4,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
848,variation,GF3W6D4MA61/12,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5724,,,,,,,id:256,,,,,,21,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
866,variation,GF3W6D4MA61/15,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6624,,,,,,,id:256,,,,,,39,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
884,variation,GF3W6D4MA61/18,Gluten Free Low Carb,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7884,,,,,,,id:256,,,,,,3,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
