id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
BL2W6D4MA6/15_2112,"均衡膳食計劃","Number of Calories: 1500, Meals: Lunch & Dinner, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=lunch-dinner&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",4416HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4416HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Lunch &amp; Dinner,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:6 days"
BL2W6D3MA4/15_2113,"均衡膳食計劃","Number of Calories: 1500, Meals: Full Day, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=full-day&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",4896HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4896HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Full Day,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:6 days"
BL3W6D2MA3/15_2114,"均衡膳食計劃","Number of Calories: 1500, Meals: Breakfast & Lunch, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",6084HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6084HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Breakfast &amp; Lunch,duration:1-week/2 星期/3 星期:3 weeks,days:5-days/6天:6 days"
BL3W6D4MA6/15_2115,"均衡膳食計劃","Number of Calories: 1500, Meals: Lunch & Dinner, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=lunch-dinner&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",6624HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6624HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Lunch &amp; Dinner,duration:1-week/2 星期/3 星期:3 weeks,days:5-days/6天:6 days"
BL3W6D3MA3/15_2116,"均衡膳食計劃","Number of Calories: 1500, Meals: Full Day, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=full-day&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",7344HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7344HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Full Day,duration:1-week/2 星期/3 星期:3 weeks,days:5-days/6天:6 days"
BL1W5D2MA3/15_886,"Mediterranean","Number of Calories: 1500, Meals: Breakfast & Lunch, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/meal-plans/mediterranean/?attribute_pa_calories=1500&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",1690HKD,in stock,wc_post_id_242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1690HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1500,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Breakfast &amp; Lunch,duration:1 week/2 weeks/3 weeks:1 week,days:5 days/6 days:5 days"
BL1W5D4MA3/15_887,"Mediterranean","Number of Calories: 1500, Meals: Lunch & Dinner, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/meal-plans/mediterranean/?attribute_pa_calories=1500&attribute_pa_meals=lunch-dinner&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",1840HKD,in stock,wc_post_id_242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1840HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1500,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Lunch &amp; Dinner,duration:1 week/2 weeks/3 weeks:1 week,days:5 days/6 days:5 days"
BL1W5D3MA4/15_888,"Mediterranean","Number of Calories: 1500, Meals: Full Day, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/meal-plans/mediterranean/?attribute_pa_calories=1500&attribute_pa_meals=full-day&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",2040HKD,in stock,wc_post_id_242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2040HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1500,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Full Day,duration:1 week/2 weeks/3 weeks:1 week,days:5 days/6 days:5 days"
BL2W5D2MA3/15_889,"Mediterranean","Number of Calories: 1500, Meals: Breakfast & Lunch, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/meal-plans/mediterranean/?attribute_pa_calories=1500&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",3380HKD,in stock,wc_post_id_242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3380HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1500,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Breakfast &amp; Lunch,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:5 days"
BL2W5D4MA3/15_890,"Mediterranean","Number of Calories: 1500, Meals: Lunch & Dinner, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/meal-plans/mediterranean/?attribute_pa_calories=1500&attribute_pa_meals=lunch-dinner&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",3680HKD,in stock,wc_post_id_242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3680HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1500,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Lunch &amp; Dinner,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:5 days"
BL2W5D3MA4/15_891,"Mediterranean","Number of Calories: 1500, Meals: Full Day, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/meal-plans/mediterranean/?attribute_pa_calories=1500&attribute_pa_meals=full-day&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",4080HKD,in stock,wc_post_id_242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4080HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1500,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Full Day,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:5 days"
BL1W5D2MA3/15_2099,"均衡膳食計劃","Number of Calories: 1500, Meals: Breakfast & Lunch, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",1690HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1690HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Breakfast &amp; Lunch,duration:1-week/2 星期/3 星期:1 week,days:5-days/6天:5 days"
BL1W5D4MA3/15_2100,"均衡膳食計劃","Number of Calories: 1500, Meals: Lunch & Dinner, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=lunch-dinner&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",1840HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1840HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Lunch &amp; Dinner,duration:1-week/2 星期/3 星期:1 week,days:5-days/6天:5 days"
BL1W5D3MA4/15_2101,"均衡膳食計劃","Number of Calories: 1500, Meals: Full Day, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=full-day&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",2040HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2040HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Full Day,duration:1-week/2 星期/3 星期:1 week,days:5-days/6天:5 days"
BL2W5D2MA3/15_2102,"均衡膳食計劃","Number of Calories: 1500, Meals: Breakfast & Lunch, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",3380HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3380HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Breakfast &amp; Lunch,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:5 days"
BL2W5D4MA3/15_2103,"均衡膳食計劃","Number of Calories: 1500, Meals: Lunch & Dinner, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=lunch-dinner&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",3680HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3680HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Lunch &amp; Dinner,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:5 days"
BL2W5D3MA4/15_2104,"均衡膳食計劃","Number of Calories: 1500, Meals: Full Day, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/meal-plan-diabetes-friendly-balanced-living-1.jpg,http://localhost/zh-hant/meal-plans/balanced-living/?attribute_pa_calories=1500&attribute_pa_meals=full-day&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",4080HKD,in stock,wc_post_id_2098,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4080HKD,new,staging,,,,,,,"calories:1200/1800/2200/1200:1500,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Full Day,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:5 days"
GF2W6D3MA59/18_882,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Full Day, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=full-day&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",5736HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5736HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Full Day,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:6 days"
GF3W6D2MA58/18_883,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Breakfast & Lunch, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",6984HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6984HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Breakfast &amp; Lunch,duration:1 week/2 weeks/3 weeks:3 weeks,days:5 days/6 days:6 days"
GF3W6D4MA61/18_884,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Lunch & Dinner, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=lunch-dinner&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",7884HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7884HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Lunch &amp; Dinner,duration:1 week/2 weeks/3 weeks:3 weeks,days:5 days/6 days:6 days"
GF3W6D3MA59/18_885,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Full Day, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=full-day&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",8604HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8604HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Full Day,duration:1 week/2 weeks/3 weeks:3 weeks,days:5 days/6 days:6 days"
GF2W6D3MA59/18_2476,"無麩質低碳膳食","Number of Calories: 1800, Meals: Full Day, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/zh-hant/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=full-day&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",5736HKD,in stock,wc_post_id_2425,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5736HKD,new,staging,,,,,,,"calories:1200/1500/1800/2200:1800,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Full Day,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:6 days"
GF3W6D2MA58/18_2477,"無麩質低碳膳食","Number of Calories: 1800, Meals: Breakfast & Lunch, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/zh-hant/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",6984HKD,in stock,wc_post_id_2425,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6984HKD,new,staging,,,,,,,"calories:1200/1500/1800/2200:1800,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Breakfast &amp; Lunch,duration:1-week/2 星期/3 星期:3 weeks,days:5-days/6天:6 days"
GF3W6D4MA61/18_2478,"無麩質低碳膳食","Number of Calories: 1800, Meals: Lunch & Dinner, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/zh-hant/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=lunch-dinner&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",7884HKD,in stock,wc_post_id_2425,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7884HKD,new,staging,,,,,,,"calories:1200/1500/1800/2200:1800,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Lunch &amp; Dinner,duration:1-week/2 星期/3 星期:3 weeks,days:5-days/6天:6 days"
GF3W6D3MA59/18_2479,"無麩質低碳膳食","Number of Calories: 1800, Meals: Full Day, Duration: 3 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/zh-hant/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=full-day&attribute_pa_duration=3-weeks&attribute_pa_days=6-days,"Healthy","Eatology",8604HKD,in stock,wc_post_id_2425,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8604HKD,new,staging,,,,,,,"calories:1200/1500/1800/2200:1800,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Full Day,duration:1-week/2 星期/3 星期:3 weeks,days:5-days/6天:6 days"
GF2W6D2MA58/18_880,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Breakfast & Lunch, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",4656HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4656HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Breakfast &amp; Lunch,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:6 days"
GF2W6D4MA61/18_881,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Lunch & Dinner, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=lunch-dinner&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",5256HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5256HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Lunch &amp; Dinner,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:6 days"
GF2W6D2MA58/18_2474,"無麩質低碳膳食","Number of Calories: 1800, Meals: Breakfast & Lunch, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/zh-hant/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",4656HKD,in stock,wc_post_id_2425,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4656HKD,new,staging,,,,,,,"calories:1200/1500/1800/2200:1800,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Breakfast &amp; Lunch,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:6 days"
GF2W6D4MA61/18_2475,"無麩質低碳膳食","Number of Calories: 1800, Meals: Lunch & Dinner, Duration: 2 weeks, Number of days a week: 6 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/zh-hant/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=lunch-dinner&attribute_pa_duration=2-weeks&attribute_pa_days=6-days,"Healthy","Eatology",5256HKD,in stock,wc_post_id_2425,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5256HKD,new,staging,,,,,,,"calories:1200/1500/1800/2200:1800,meals:full-day/午、晚餐及兩份小食/三餐及兩份小食:Lunch &amp; Dinner,duration:1-week/2 星期/3 星期:2 weeks,days:5-days/6天:6 days"
GF1W5D4MA60/18_869,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Lunch & Dinner, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=lunch-dinner&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",2190HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2190HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Lunch &amp; Dinner,duration:1 week/2 weeks/3 weeks:1 week,days:5 days/6 days:5 days"
GF1W5D3MA57/18_870,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Full Day, Duration: 1 week, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=full-day&attribute_pa_duration=1-week&attribute_pa_days=5-days,"Healthy","Eatology",2390HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2390HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Full Day,duration:1 week/2 weeks/3 weeks:1 week,days:5 days/6 days:5 days"
GF2W5D2MA56/18_871,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Breakfast & Lunch, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=breakfast-lunch&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",3880HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3880HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Breakfast &amp; Lunch,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:5 days"
GF2W5D4MA60/18_872,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Lunch & Dinner, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=lunch-dinner&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",4380HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4380HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Lunch &amp; Dinner,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:5 days"
GF2W5D3MA57/18_873,"Gluten-Free Low Carb","Number of Calories: 1800, Meals: Full Day, Duration: 2 weeks, Number of days a week: 5 days",http://localhost/wp-content/uploads/2020/04/Eatology_DSC03732-scaled.jpg,http://localhost/meal-plans/gluten-free-low-carb/?attribute_pa_calories=1800&attribute_pa_meals=full-day&attribute_pa_duration=2-weeks&attribute_pa_days=5-days,"Healthy","Eatology",4780HKD,in stock,wc_post_id_256,,"http://localhost/wp-content/uploads/2020/04/Eatology_Asian_Overhead-scaled-2.jpg,http://localhost/wp-content/uploads/2020/04/Eatology_low_carb_gluten_free-scaled-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4780HKD,new,published,,,,,,,"calories:1200/1500/1800/2200:1800,meals:Full Day/Breakfast &amp; Lunch/Lunch &amp; Dinner:Full Day,duration:1 week/2 weeks/3 weeks:2 weeks,days:5 days/6 days:5 days"
